Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Status,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Gift Card,Variant Weight Unit,Collection
the-ethan,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-ethan/03.jpg,3,The Ethan herbal soap by Royal Being,,,,,
the-aristocrat,The Aristocrat,"<p>Wander into the spellbinding world of the Aristocrat, the noble herbal soap for the refined and ambitious man. Each skin loving ingredient was ethically sourced, carefully chosen, and perfectly curated to complement the skin. Discover its luxurious lathers; its crisp, fresh, and wonderful blend of essential oils that deliver notes of cedar, amber, and bergamot. This divine formulation refreshes the skin, and then transitions into the most inviting scents. The Aristocrat offers an undeniable, irresistible cleansing ritual that lasts and lasts with each wash.</p><p><strong>Ingredients:</strong> Goat’s Milk, Cedarwood, Patchouli Oil, Amber Oil, Warm Oud Oil, Watermelon FO, Lime Oil, Bergamot Oil, Natural Coloring, and Natural Preservative.</p><p><strong>Weight:</strong> 7.3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Duke Collection, herbal-soap, coming-soon",FALSE,Title,Default Title,ARI-DUK-BAR-07,206,shopify,0,deny,manual,20.99,TRUE,TRUE,draft,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-aristocrat/01.jpg,1,The Aristocrat herbal soap by Royal Being,The Aristocrat | Royal Being,"Wander into the spellbinding world of the Aristocrat, the noble herbal soap for the refined and ambitious man. Each skin loving ingredient was ethically sourced, carefully chosen, and perfectly curated to complement the skin. Discover its luxurious lathers; its crisp, fresh, and wonderful blend o",FALSE,g,The Royal Duke Collection
the-aristocrat,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-aristocrat/02.jpg,2,The Aristocrat herbal soap by Royal Being,,,,,
the-aristocrat,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-aristocrat/03.jpg,3,The Aristocrat herbal soap by Royal Being,,,,,
the-aristocrat,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-aristocrat/04.jpg,4,The Aristocrat herbal soap by Royal Being,,,,,
the-aristocrat,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-aristocrat/05.jpg,5,The Aristocrat herbal soap by Royal Being,,,,,
teakwood,Teakwood,"<p>ABOUT TO UNDERGO TEST MODE Experience Teakwood, the herbal, botanical soap for the rich, rugged, or sophisticated man. Crafted with ambitious notes that are warm, woody, and remarkably provocative. Each skin loving ingredient in Teakwood was ethically sourced, and carefully curated to complement the skin. Discover its refined aroma, its rich and luxurious lather, and the wonderful blends of essential oils that deliver smoky notes of tobacco and outdoorsy vibes. Teakwood’s herbal bar is formulated with Goat’s Milk for deep hydration, and infused with indulgent all-natural essential oils such as Warm Oud, Patchouli and Teakwood, to revive the senses. Its wonderful notes transition into the most exotic and inviting scents.</p><p><strong>Ingredients:</strong> Goat’s Milk, Teakwood Oil, Tobacco Oud, Patchouli Oil, Lavender Oil, Black Pepper Oil, Warm Oud Oil, Clove Oil, Cardamom Oil, Bergamot Oil, Natural Coloring, and Natural Preservative.</p><p><strong>Weight:</strong> 7.3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Duke Collection, herbal-soap, coming-soon",FALSE,Title,Default Title,TEA-DUK-BAR-07,206,shopify,0,deny,manual,21.99,TRUE,TRUE,draft,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/teakwood/01.jpg,1,Teakwood herbal soap by Royal Being,Teakwood | Royal Being,"ABOUT TO UNDERGO TEST MODE Experience Teakwood, the herbal, botanical soap for the rich, rugged, or sophisticated man. Crafted with ambitious notes that are warm, woody, and remarkably provocative. Each skin loving ingredient in Teakwood was ethically sourced, and carefully curated to complement ",FALSE,g,The Royal Duke Collection
teakwood,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/teakwood/02.jpg,2,Teakwood herbal soap by Royal Being,,,,,
the-chloe,The Chloe,"<p>ABOUT TO UNDERGO TEST MODE Say hello to full bloom with Chloe, our herbal bar soap formulated with skin-loving ingredients and infused with delicate essential oils. Chloe is ideal for every child with delicate skin. This herbal soap bar is reminiscent of spring and has gentle notes such as lavender and spearmint to revive any Royal Being. Experience soft, gentle lathers that caress and nourish the skin, leaving it supple, smooth, and restored. with each use.</p><p><strong>Ingredients:</strong> Coconut Milk, Mango Base, Lavender Oil, Organic Roman Chamomile Oil, Sweet Orange Oil, Cherry Blossom Oil, Natural Coloring, and Natural Preservative.</p><p><strong>Weight:</strong> 5.29 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Kid Herbal Collection, herbal-soap, coming-soon",FALSE,Title,Default Title,CHL-KID-BAR-05,149,shopify,0,deny,manual,12.99,TRUE,TRUE,draft,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-chloe/01.jpg,1,The Chloe herbal soap by Royal Being,The Chloe | Royal Being,"ABOUT TO UNDERGO TEST MODE Say hello to full bloom with Chloe, our herbal bar soap formulated with skin-loving ingredients and infused with delicate essential oils. Chloe is ideal for every child with delicate skin. This herbal soap bar is reminiscent of spring and has gentle notes such as lavend",FALSE,g,The Royal Kid Herbal Collection
the-chloe,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-chloe/02.jpg,2,The Chloe herbal soap by Royal Being,,,,,
the-bodhi,The Bodhi,"<p>Experience a renewal with Bodhi, our kid friendly herbal soap bar for sensitive skin. Formulated with gentle ingredients that soothe, calm, and target sensitivity, Bodhi is renowned for calming redness and relieving itchy skin. It is infused with Sweet Orange to lift up the spirits of your little one, and perfect for bedtime baths. Bodhi herbal bar is the perfect cleansing companion for your little one. Enjoy, gentle, lofty lathers that caress and nourish the skin, one shower at a time.</p><p><strong>Ingredients:</strong> Oatmeal Base, Honey Base, Aloe Vera Base, Shea Butter Base, Lavender Oil, Organic Roman Chamomile Oil, Sweet Orange Oil, Oatmeal, Natural Coloring, and Natural Preservative.</p><p><strong>Weight:</strong> 3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Kid Herbal Collection, herbal-soap, coming-soon",FALSE,Title,Default Title,BOD-KID-BAR-03,85,shopify,0,deny,manual,9.99,TRUE,TRUE,draft,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-bodhi/01.jpg,1,The Bodhi herbal soap by Royal Being,The Bodhi | Royal Being,"Experience a renewal with Bodhi, our kid friendly herbal soap bar for sensitive skin. Formulated with gentle ingredients that soothe, calm, and target sensitivity, Bodhi is renowned for calming redness and relieving itchy skin. It is infused with Sweet Orange to lift up the spirits of your little",FALSE,g,The Royal Kid Herbal Collection
the-bodhi,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-bodhi/02.jpg,2,The Bodhi herbal soap by Royal Being,,,,,
the-matthew,The Matthew,"<p>Experience the ultimate soap in our Royal Kid Herbal Collection: The Matthew. Tried and approved by kids, who love and sing its praises at bath time. The Matthew is formulated with skin-loving ingredients and infused with mindful essential oils that target skin conditions. With ingredients such as Shea Butter that nourish the skin, and calendula oil that manages inflammations, while targeting skin conditions such as eczema, it’s no wonder the Matthew is our most demanded soap. Use The Matthew nightly to help lock in moisture without clogging delicate pores.</p><p><strong>Ingredients:</strong> Oatmeal Base, Aloe Vera Base, Shea Butter Base, Coconut Oil, Aloe Vera Oil, Aloe Vera Gel, Castor Oil, Organic Roman Chamomile Oil, Sweet Orange Oil, Melon Oil, Organic Cucumber Oil, Oatmeal, Natural Coloring, and Natural Preservative.</p><p><strong>Weight:</strong> 3 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Kid Herbal Collection, herbal-soap, coming-soon",FALSE,Title,Default Title,MAT-KID-BAR-03,85,shopify,0,deny,manual,9.99,TRUE,TRUE,draft,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-matthew/01.jpg,1,The Matthew herbal soap by Royal Being,The Matthew | Royal Being,"Experience the ultimate soap in our Royal Kid Herbal Collection: The Matthew. Tried and approved by kids, who love and sing its praises at bath time. The Matthew is formulated with skin-loving ingredients and infused with mindful essential oils that target skin conditions. With ingredients such a",FALSE,g,The Royal Kid Herbal Collection
the-matthew,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-matthew/02.jpg,2,The Matthew herbal soap by Royal Being,,,,,
the-iris,The Iris,"<p>Introducing Iris, the Royal bar that’s true to its name. This herbal bar was formulated with delicate skin-loving ingredients that not only rejuvenate skin, but also uplifts your kids’ mood. With notes of soothing lavender and the uplifting effect of sweet smelling orange, bath time is sure to be a fun, and invigorating time for every child.</p><p><strong>Ingredients:</strong> Goat’s Milk Base, Aloe Vera Base, Lavender Oil, Organic Roman Chamomile Oil, Sweet Orange Oil, Natural Coloring, and Natural Preservative.</p><p><strong>Weight:</strong> 5.29 OZ</p>",Royal Being,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Soap,Herbal Soap,"The Royal Kid Herbal Collection, herbal-soap, coming-soon",FALSE,Title,Default Title,IRI-KID-BAR-05,149,shopify,0,deny,manual,12.99,TRUE,TRUE,draft,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-iris/01.jpg,1,The Iris herbal soap by Royal Being,The Iris | Royal Being,"Introducing Iris, the Royal bar that’s true to its name. This herbal bar was formulated with delicate skin-loving ingredients that not only rejuvenate skin, but also uplifts your kids’ mood. With notes of soothing lavender and the uplifting effect of sweet smelling orange, bath time is sure to be",FALSE,g,The Royal Kid Herbal Collection
the-iris,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/asharqasmani-dotcom/RoyalBeingShopifySoap/main/import-assets/products/the-iris/02.jpg,2,The Iris herbal soap by Royal Being,,,,,
